,name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,room_Entire home/apt,room_Hotel room,room_Private room,room_Shared room,price_category,review_day,review_month,review_year
0,Nice room with superb city view,Nuttee,Ratchathewi,13.75983,100.54134,Entire home/apt,1905,3,65,2,353,True,False,False,False,Medium,6,1,2020
1,"Easy going landlord,easy place",Emy,Bang Na,13.66818,100.61674,Private room,1316,1,0,2,358,False,False,True,False,Medium,11,12,2022
3,Spacious one bedroom at The Kris Condo Bldg. 3,Sirilak,Din Daeng,13.78823,100.57256,Private room,1286,7,2,1,323,False,False,True,False,Medium,1,4,2022
4,Suite Room 3 at MetroPoint,Kasem,Bang Kapi,13.76872,100.63338,Private room,1905,1,0,3,365,False,False,True,False,Medium,11,12,2022
6,Condo with Chaopraya River View,Athitaya,Rat Burana,13.68556,100.49535,Private room,1558,3,1,1,365,False,False,True,False,Medium,3,2,2014
7,1 chic bedroom apartment in BKK,Jiraporn,Chatu Chak,13.82925,100.56737,Entire home/apt,1461,1,0,1,365,True,False,False,False,Medium,11,12,2022
8,"Batcave, Pool view, near Chatuchak",Nol,Chatu Chak,13.81693,100.56433,Entire home/apt,1558,3,10,1,365,True,False,False,False,Medium,29,3,2016
9,Standard Room Decor do Hostel,Somsak,Khlong San,13.7204,100.50757,Private room,700,2,4,10,87,False,False,True,False,Low,27,12,2019
10,Sathorn Terrace Apartment(61),Tor,Bang Rak,13.71934,100.5176,Private room,1150,2,27,7,320,False,False,True,False,Medium,3,1,2019
11,2BR apt in a cozy neighborhood,Jing,Phaya Thai,13.77486,100.54272,Entire home/apt,1893,15,129,1,356,True,False,False,False,Medium,30,9,2022
12,Comfy bedroom near River pier & BTS  Taksin.,Tor,Sathon,13.71802,100.51539,Hotel room,1862,2,208,7,361,False,True,False,False,Medium,2,12,2019
13,budget hotel bangkok near subway,Mimi,Din Daeng,13.77941,100.57383,Entire home/apt,910,2,3,2,365,True,False,False,False,Low,30,7,2018
15,Luxury@swimpool/FreeWiFi/nearJJMkt,Srisuk,Phaya Thai,13.79152,100.53982,Private room,4156,1,0,1,365,False,False,True,False,High,11,12,2022
17,"24Flr- 1br Apt near JJ, MRT, BTS",Sue,Chatu Chak,13.82298,100.56484,Entire home/apt,122594,2,9,6,180,True,False,False,False,High,4,3,2020
20,"New, Stylish & Luxury Studio Condo",Pat,Sai Mai,13.9077,100.64473,Private room,1500,1,0,1,365,False,False,True,False,Medium,11,12,2022
24,Pan Dao Condo 5 min from BTS On Nut,Dustin,Khlong Toei,13.70441,100.59968,Entire home/apt,1732,2,3,1,364,True,False,False,False,Medium,9,10,2013
26,1 penthouse in central Bangkok,Anya,Ratchathewi,13.7547,100.53268,Entire home/apt,3082,1,0,1,365,True,False,False,False,High,11,12,2022
27,"MetroPoint Suite Room, Near Airport",Kasem,Bang Kapi,13.76747,100.63287,Private room,1190,1,0,3,365,False,False,True,False,Medium,11,12,2022
28,Boutique Rooms Near Bangkok Airport,Parinya,Lat Krabang,13.721868,100.771713,Private room,1329,1,28,1,349,False,False,True,False,Medium,25,11,2022
29,BangLuang House1 @ Bangkok Thailand,วสวัตติ์,Bangkok Yai,13.73292,100.46413,Private room,2078,1,76,3,350,False,False,True,False,High,31,12,2019
30,Studio near Chula University/Silom walk to MRT/BTS,Gael,Bang Rak,13.7285,100.52313,Entire home/apt,1176,7,63,2,95,True,False,False,False,Medium,25,11,2022
31,กรองทองแมนชั่น (ลาดพร้าว 81),Penjit,Wang Thong Lang,13.78938,100.6134,Private room,600,1,0,1,365,False,False,True,False,Low,11,12,2022
32,Deluxe one Bedroom Condo w.Pool-GYM & Sauna 8-7,Gerd,Vadhana,13.74293,100.55603,Entire home/apt,1659,3,212,3,207,True,False,False,False,Medium,8,12,2022
33,Beautiful 1 BR apartment @BTS Ari,Nattavut,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,15,90,4,336,True,False,False,False,Medium,15,11,2022
34,Urban Oasis in the heart of Bangkok,Apiradee,Sathon,13.72291,100.53759,Entire home/apt,5429,2,3,3,174,True,False,False,False,High,18,12,2018
35,1Bed apt. near Chula University/Silom,Gael,Bang Rak,13.72733,100.52555,Entire home/apt,1843,7,71,2,156,True,False,False,False,Medium,30,11,2022
36,Stay at the ROARING RATCHADA!,Frances,Huai Khwang,13.78118,100.58349,Private room,1316,1,0,1,365,False,False,True,False,Medium,11,12,2022
37,"60 m2 apartment in Thong Lor, Bangkok",Danny,Vadhana,13.73224,100.57803,Entire home/apt,1870,4,5,1,331,True,False,False,False,Medium,10,11,2019
41,❂☀☀☀Perfect Escape☀☀☀Sunny Roof EnSuite☀☀☀☀,Evan,Sathon,13.72062,100.54707,Entire home/apt,1200,1,419,37,355,True,False,False,False,Medium,7,12,2022
42,Room with city view of BKK,Apiradee,Sathon,13.71803,100.54654,Private room,3500,3,0,3,363,False,False,True,False,High,11,12,2022
43,BangLuang House 2@ Bangkok Thailand,วสวัตติ์,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,95,3,339,True,False,False,False,Medium,15,12,2022
44,Tranquility found in busy Bangkok near new skytran,Rae And Charlie,Bang Sue,13.83148,100.52102,Entire home/apt,1000,3,21,7,145,True,False,False,False,Low,20,2,2019
46,☞✪✪✪✪Roomy Studio 4 Family r friends✪No Stairs✪✪✪✪,Evan From Sanctuary House,Sathon,13.72073,100.5469,Entire home/apt,1450,1,268,8,350,True,False,False,False,Medium,15,12,2022
47,☞Downtown Central Studio-Bangkok MRT,Evan From Sanctuary House,Sathon,13.72063,100.54694,Entire home/apt,1200,1,310,8,331,True,False,False,False,Medium,11,12,2022
48,Beautiful Wood Bangkok Resort House,Narumon,Nong Chok,13.779,100.83671,Entire home/apt,8658,1,0,1,363,True,False,False,False,High,11,12,2022
49,"""Serviced 2 Bed Scenic SkyVillas""",Salvatore,Sathon,13.72096,100.52911,Entire home/apt,3757,2,118,7,134,True,False,False,False,High,30,11,2022
50,Cozy 1BR rooftop (BTS Ploenchit) heart of bangkok,Pichanee,Khlong Toei,13.73782,100.55179,Entire home/apt,1490,5,11,1,16,True,False,False,False,Medium,2,7,2018
52,Sukhumvit52 near SkyTrain to BkkCBD,Vajirune,Phra Khanong,13.70169,100.5977,Private room,2251,3,0,1,365,False,False,True,False,High,11,12,2022
53,"♡Chic Studio, Easy Walk to Pier & BTS Taksin♡",Bee,Sathon,13.71192,100.51535,Entire home/apt,866,2,472,7,320,True,False,False,False,Low,15,12,2022
54,One Bedroom Suite- WIFI- SATHORN,Marvin,Sathon,13.71602,100.52663,Private room,2696,1,0,3,356,False,False,True,False,High,11,12,2022
55,STUDIO RM2 - WIFI- SATHORN,Marvin,Sathon,13.71798,100.52841,Private room,1736,1,4,3,356,False,False,True,False,Medium,12,11,2014
56,Quiet Double  Bed Apartment,Primrose,Thawi Watthana,13.79274,100.33377,Private room,1800,2,1,3,242,False,False,True,False,Medium,25,10,2022
57,Quiet Double Bed Apartment,Primrose,Thawi Watthana,13.79315,100.33356,Private room,1800,2,0,3,256,False,False,True,False,Medium,11,12,2022
58,Suvarnabhumi free transfer,Luckana,Lat Krabang,13.72141,100.72946,Entire home/apt,1558,1,43,2,365,True,False,False,False,Medium,3,3,2020
62,One Bed Room at Sukumvit 50 Bangkok,Nichapat,Khlong Toei,13.71513,100.5683,Private room,2226,1,0,1,364,False,False,True,False,High,11,12,2022
63,"City View, relaxed theme & delicious food around",Nicky,Bang Kho laen,13.69947,100.52726,Entire home/apt,890,2,29,6,59,True,False,False,False,Low,18,12,2022
66,"NewlyRenovated! 3Br,SingleHouse, Park/BTS/Airport.",Piya,Pra Wet,13.70004,100.6787,Entire home/apt,3394,5,3,8,180,True,False,False,False,High,28,11,2022
67,"IdeoMix, Sukhumvit RD, close to BTS",Piya,Bang Na,13.67991,100.61055,Entire home/apt,922,14,170,1,219,True,False,False,False,Low,5,12,2022
68,Mix Dorm  Decor do Hostel,Somsak,Khlong San,13.72214,100.50752,Shared room,350,1,12,10,87,False,False,False,True,Low,8,2,2020
70,5 mins by car from Chong Nonsi BTS Station,Mimi,Sathon,13.71498,100.53312,Private room,1543,1,40,4,149,False,False,True,False,Medium,9,12,2022
71,Inn Saladaeng - Superior hotel room,Inn Saladaeng & The Sathon Vimanda,Bang Rak,13.72825,100.53774,Entire home/apt,1589,1,36,2,176,True,False,False,False,Medium,1,9,2022
72,"Best nr Chatujak, MRT, BTS free wifi&fNetflix",Nokiko,Chatu Chak,13.81694,100.56451,Entire home/apt,1271,1,293,1,129,True,False,False,False,Medium,6,12,2022
73,❂Citycenter✔Subway station✔Private Bathroom4Aircon,Evan,Sathon,13.72062,100.54707,Entire home/apt,800,1,396,37,361,True,False,False,False,Low,30,4,2020
74,Nice River View Condominium 30 sq.m,Chanvit,Rat Burana,13.68426,100.49841,Private room,1558,1,0,1,365,False,False,True,False,Medium,11,12,2022
76,Sukhumvit apartment near Nana BTS,Hollis,Khlong Toei,13.74052,100.55237,Entire home/apt,797,1,189,1,230,True,False,False,False,Low,28,11,2022
77,A room w/ the view :-) in the city,Vichit,Vadhana,13.71012,100.60281,Entire home/apt,6926,1,1,1,364,True,False,False,False,High,13,1,2019
78,Spacious 1Bed apartment,Tisa,Huai Khwang,13.75224,100.58979,Entire home/apt,1169,15,0,1,180,True,False,False,False,Medium,11,12,2022
79,Near Bangkok more space than urban!,Sugarcane,Phra Nakhon,13.75135,100.49447,Shared room,5195,1,0,1,365,False,False,False,True,High,11,12,2022
80,✺✺99 feet in the sky✺✺,Evan,Sathon,13.72062,100.54707,Entire home/apt,829,1,430,37,334,True,False,False,False,Low,1,10,2022
81,Cozy Studio Apt near Skytrain.(72/74),Tor,Sathon,13.71782,100.51622,Private room,950,1,39,7,301,False,False,True,False,Low,1,10,2022
84,"Private, relaxed with amenities",Nicky,Bang Kho laen,13.69949,100.52725,Entire home/apt,980,2,18,6,75,True,False,False,False,Low,26,11,2022
85,S1 hostel (Dorm) Sathorn Bangkok,S1,Sathon,13.72157,100.54509,Shared room,330,1,82,3,358,False,False,False,True,Low,9,12,2019
86,3 minutes walk to Phrom Phong BTS,Amporn,Vadhana,13.73675,100.57191,Entire home/apt,3740,7,18,1,44,True,False,False,False,High,14,9,2022
87,1 BDM CONDO SAPHAN KWAI/ARI walk to JJ/BTS/MRT,Chris And Lek,Phaya Thai,13.79128,100.54935,Entire home/apt,1000,5,29,1,145,True,False,False,False,Low,1,9,2022
88,เฮ้าส์โหมด House Mode,Prapussorn,Thon buri,13.72646255738608,100.49129336748284,Private room,800,1,0,1,365,False,False,True,False,Low,11,12,2022
89,❂100% Private&Central Light EnSuite,Evan,Sathon,13.72062,100.54707,Entire home/apt,800,1,325,37,358,True,False,False,False,Low,14,3,2020
93,BKK City Fab Luxx Studio free wifi @1194,Wimonpak,Bang Kho laen,13.698,100.52886,Entire home/apt,790,1,127,41,365,True,False,False,False,Low,14,12,2022
95,"6. Bangkok nice, cosy Apartment 201",Wimonpak,Bang Kho laen,13.69925,100.52624,Entire home/apt,890,1,48,41,346,True,False,False,False,Low,13,11,2022
97,STUDIO-WIFI-RAIN SHOWER-SATHORN,Marvin,Sathon,13.71922,100.5255,Private room,1736,1,14,3,356,False,False,True,False,Medium,23,2,2017
98,Luxury Riverview Teakwood Apartment-Great Views :),Maam & Hermann,Yan na wa,13.67317,100.54406,Hotel room,1558,2,120,1,361,False,True,False,False,Medium,28,2,2020
100,River Side Luxury View,Jahidul,Yan na wa,13.70497,100.55134,Private room,2500,1,0,1,364,False,False,True,False,High,11,12,2022
101,BKK Center Fab studio1150 free wifi,Wimonpak,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,1,60,41,162,True,False,False,False,Low,30,10,2022
102,Loft by the Church w kitchen/wifi near Sathon,Wimonpak,Bang Kho laen,13.70218,100.52254,Entire home/apt,670,2,38,41,347,True,False,False,False,Low,31,3,2018
103,9. Bangkok Mini Stylish Studio 205,Wimonpak,Bang Kho laen,13.70039,100.52806,Entire home/apt,720,1,40,41,359,True,False,False,False,Low,12,12,2022
104,"Beautiful Apt @ Ratchayothin BTS, Free Wifi",Nokina,Chatu Chak,13.82841,100.57103,Entire home/apt,1004,2,24,2,0,True,False,False,False,Low,22,7,2018
105,New and Modern Spacious Apartment,Preeda,Phra Khanong,13.6937,100.59897,Entire home/apt,1385,3,0,1,364,True,False,False,False,Medium,11,12,2022
106,Hip Studio ♥ Of BKK+River+BTS+WIFI,Bee,Sathon,13.71278,100.5156,Entire home/apt,811,2,404,7,304,True,False,False,False,Low,15,12,2022
107,Condo QUATTRO @Thonglor Near BTS,Arika,Vadhana,13.72873,100.58039,Entire home/apt,2000,7,6,3,62,True,False,False,False,Medium,16,12,2022
108,Big quiet Studio for weekly monthly long term Stay,Lily Duangdao,Sathon,13.720317,100.54586,Private room,1629,4,4,7,82,False,False,True,False,Medium,23,10,2022
109,BH : Double Room - Near BTS,Kriengkrai,Sathon,13.71659,100.51588,Private room,835,1,0,7,365,False,False,True,False,Low,11,12,2022
110,Suite with Balcony,Kriengkrai,Sathon,13.71655,100.51384,Private room,926,1,1,7,365,False,False,True,False,Low,13,4,2019
111,Room + Shared Shower Room near BTS,Kriengkrai,Sathon,13.71496,100.51406,Private room,866,1,0,7,365,False,False,True,False,Low,11,12,2022
112,BANGKOK HUB Studio Room+Shower Room,Kriengkrai,Sathon,13.718,100.51573,Private room,650,1,0,7,365,False,False,True,False,Low,11,12,2022
113,BANGKOK HUB : Standard Double Room,Kriengkrai,Sathon,13.71662,100.51572,Shared room,866,1,2,7,365,False,False,False,True,Low,1,1,2019
115,phiyapa,Psirivedin,Don Mueang,13.9277,100.58757,Private room,1250,1,0,1,365,False,False,True,False,Medium,11,12,2022
116,Spacious 2 Bedroom Apartment near BTS-non smoking,Suchada,Phaya Thai,13.7736,100.54079,Entire home/apt,2571,3,109,4,342,True,False,False,False,High,18,12,2022
119,CityCenter BTS Ari AREE FastWifi+Kitchen+SwimPool,Tayawat,Phaya Thai,13.77776,100.54353,Entire home/apt,3847,9,34,1,167,True,False,False,False,High,17,5,2021
120,Deluxe Condo at perfect location 2-0,Gerd,Vadhana,13.73757,100.55996,Entire home/apt,1485,3,206,3,130,True,False,False,False,Medium,14,12,2022
121,Wow! Entire 3 story house in Bangkok,VeeZa,Dusit,13.77537,100.52383,Entire home/apt,2814,1,271,1,154,True,False,False,False,High,20,12,2022
122,✴✴Colorful Room with Soaring Views in Center BKK✴✴,Evan,Sathon,13.72062,100.54707,Entire home/apt,707,1,93,37,346,True,False,False,False,Low,25,11,2022
123,Brand New room near Airport Railway,Urcha,Bang Kapi,13.75056,100.60844,Private room,1316,5,1,1,364,False,False,True,False,Medium,3,12,2013
127,☀ ☼Sky bedroom with a smooth life view☼☀,Evan,Sathon,13.72061,100.54706,Entire home/apt,750,1,426,37,344,True,False,False,False,Low,8,12,2022
128,Transit DMK & Not far from Impact,NiNew,Lak Si,13.88974,100.56257,Private room,800,1,27,4,353,False,False,True,False,Low,8,4,2016
129,✬Sweet Dreams in the Center of Bangkok@Sky House✬,Evan,Sathon,13.72062,100.54709,Entire home/apt,693,1,224,37,349,True,False,False,False,Low,13,12,2022
130,F/F Studio APT For Rent. ARI BTS.,Taweewat  (Ken),Phaya Thai,13.78148,100.54868,Private room,1088,2,1,2,365,False,False,True,False,Low,4,1,2019
131,Big Jacuzzi+BTS/BRT+wifi 100mbps,Kinifrog,Thon buri,13.71699,100.4783,Entire home/apt,2000,7,0,19,354,True,False,False,False,Medium,11,12,2022
134,Cosy 1 bed room service apartment!,Avinash,Din Daeng,13.78777,100.56551,Entire home/apt,866,1,6,1,365,True,False,False,False,Low,18,10,2015
135,Hip Luxury Apt in Best Location,Andrew,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,12,120,1,54,True,False,False,False,High,4,12,2022
141,"Private Room@Chatuchak,BTS,JJ market,DMK airport",Apipu,Phaya Thai,13.79221,100.54631,Private room,399,1,33,1,0,False,False,True,False,Low,15,3,2020
148,SSIP HOME-15minWalkKhaosan-FreeBreakfast-TripleBed,Sirikamol,Dusit,13.77073,100.50478,Private room,7500,1,0,3,365,False,False,True,False,High,11,12,2022
149,Mini chic Apartment -BTS S Taksin,Wimonpak,Sathon,13.71425,100.51332,Entire home/apt,703,1,206,41,355,True,False,False,False,Low,14,12,2022
151,2 Bed Serviced Penthouse SkyVillas,Salvatore,Sathon,13.72027,100.52851,Entire home/apt,3757,2,135,7,144,True,False,False,False,High,11,11,2022
153,Chao Phraya Rumors,Fr,Samphanthawong,13.73989,100.50179,Private room,1732,5,1,1,365,False,False,True,False,Medium,18,8,2013
156,FABB Modern 4. BTS Sapan Taksin,Wimonpak,Sathon,13.7133,100.51337,Entire home/apt,1100,1,146,41,167,True,False,False,False,Medium,2,3,2020
158,City heart resort style condo.,Susie,Phaya Thai,13.78064,100.54393,Entire home/apt,1385,3,7,1,348,True,False,False,False,Medium,26,7,2017
159,Large cozy Studio in on nut 17,Yair,Suanluang,13.7234,100.61828,Entire home/apt,1212,10,10,10,365,True,False,False,False,Medium,10,8,2017
160,New & Nice 1 Bed Apt Thonglor BTS,Nulek,Khlong Toei,13.72062,100.58019,Entire home/apt,1732,2,0,1,347,True,False,False,False,Medium,11,12,2022
161,Bangkok Riverside near Asiatique,Benz,Bang Kho laen,13.7016,100.50262,Entire home/apt,4800,2,18,2,357,True,False,False,False,High,24,12,2016
162,Amazing studio in Onnut,Yair,Suanluang,13.72158,100.61654,Entire home/apt,999,10,11,4,358,True,False,False,False,Low,31,10,2022
164,Big space in eastern BKK,Anchalee,Bang Kapi,13.75878,100.64988,Entire home/apt,519,4,1,1,181,True,False,False,False,Low,9,11,2016
165,Chambre privée en condominium,Arnaud,Khlong Toei,13.73684,100.55488,Private room,1500,7,0,1,365,False,False,True,False,Medium,11,12,2022
166,Elegant 2-Brm Condo in Heart of Bangkok,Gerald,Bang Rak,13.72543,100.53838,Entire home/apt,5195,3,95,1,236,True,False,False,False,High,13,12,2022
168,Lovely quaint Bangkok home,Ann,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,26,1,336,True,False,False,False,Medium,11,12,2022
169,"MODERN STUDIO SKYTRAIN, WIFI, 40%Monthly Discount!",Niramol,Huai Khwang,13.74538,100.59943,Entire home/apt,888,7,53,8,127,True,False,False,False,Low,6,12,2022
170,Budget price but 5 star value near new skytrain,Rae And Charlie,Bang Sue,13.83148,100.52151,Entire home/apt,1000,3,7,7,146,True,False,False,False,Low,12,5,2017
171,Jade House overlooking Pool near new skytrain,Rae And Charlie,Bang Sue,13.83148,100.52307,Entire home/apt,1200,3,21,7,124,True,False,False,False,Medium,22,12,2022
172,"3min to BTS, Late Checkout, WiFi, Pool, Cable, BNH",Chonnikan,Bang Rak,13.72425,100.53087,Entire home/apt,2147,5,101,2,221,True,False,False,False,High,14,12,2022
174,comfortable in Bangkok Near MRT,Hab,Din Daeng,13.77126,100.57088,Private room,1200,2,0,1,365,False,False,True,False,Medium,11,12,2022
175,3.Cool Chic apartment walk 5 min BTS Sathon,Wimonpak,Sathon,13.71628,100.51238,Entire home/apt,950,1,109,41,358,True,False,False,False,Low,21,11,2022
177,95 sqm. 2 br. 1-5 people. Next to thonglor bts,Notee,Khlong Toei,13.72393,100.57647,Entire home/apt,3300,5,26,3,13,True,False,False,False,High,18,12,2022
178,Superior Double Room Near Airport,Anis,Suanluang,13.73789,100.64271,Private room,850,1,8,10,365,False,False,True,False,Low,30,6,2022
179,Superior Twin Room Near Airport,Anis,Suanluang,13.73613,100.64319,Private room,1050,1,0,10,365,False,False,True,False,Low,11,12,2022
180,Studio in Beung Kum,Anis,Bueng Kum,13.78327,100.67124,Private room,700,1,3,10,365,False,False,True,False,Low,19,9,2019
181,Superior Double Room Near Yanhen Hospital,Anis,Bang Phlat,13.80698,100.5121,Private room,1050,1,0,10,365,False,False,True,False,Low,11,12,2022
182,Superior Twin Room Near Yanhee Hospital,Anis,Bang Phlat,13.80657,100.51192,Private room,1050,1,0,10,365,False,False,True,False,Low,11,12,2022
183,Superior Db Rm Near Yanhee Hospital,Anis,Bang Phlat,13.80685,100.5125,Private room,1050,1,0,10,365,False,False,True,False,Low,11,12,2022
184,Sathorn Apt with urban vibe,Jay,Sathon,13.71663,100.52864,Entire home/apt,868,4,97,1,330,True,False,False,False,Low,9,9,2022
185,Family Apartment for rent.,Jirajate,Wang Thong Lang,13.77933,100.61957,Private room,4873,1,0,1,365,False,False,True,False,High,11,12,2022
186,วรภาดา น้อยพันธ์,Catroom,Bang Rak,13.7318,100.52351,Private room,980,1,0,1,365,False,False,True,False,Low,11,12,2022
189,New Studio 2KM to BTS- Sukhumvit 77,Yair,Suanluang,13.72347,100.61812,Entire home/apt,1004,10,6,10,365,True,False,False,False,Low,25,7,2017
190,Nostalgic Thai House - The Villa,Jeremy,Nong Chok,13.77672,100.83851,Entire home/apt,8658,1,1,2,365,True,False,False,False,High,3,9,2015
191,"NEWLY Renovated! 1BR by the river, near IconSiam",Jeab,Khlong San,13.72174,100.50769,Entire home/apt,1635,3,88,1,56,True,False,False,False,Medium,22,11,2022
192,Thai house overlooking pond & lotus,Jeremy,Nong Chok,13.77624,100.83931,Entire home/apt,3463,2,1,2,363,True,False,False,False,High,10,3,2016
193,"River view penthouse 30 Fl, 5 Pers,  taxi included",Donald,Khlong San,13.72135,100.508,Entire home/apt,7929,2,256,1,267,True,False,False,False,High,15,12,2022
194,✩Vibrant street✩Cozy n Cool near MRT Silom/center✩,Evan,Sathon,13.72065,100.54713,Entire home/apt,850,1,278,37,293,True,False,False,False,Low,12,12,2022
195,Home Sweet Home For Your Family near new skytrain,Rae And Charlie,Bang Sue,13.83235,100.5228,Entire home/apt,1500,3,37,7,107,True,False,False,False,Medium,18,12,2019
197,"2BR-Airy,Cosy in Thai Neighbourhood",Artra,Din Daeng,13.78588,100.56957,Entire home/apt,1504,2,167,1,360,True,False,False,False,Medium,4,12,2022
198,"2 BR - Near BTS, Wifi",Sue,Khlong San,13.72162,100.5075,Entire home/apt,2251,7,91,5,314,True,False,False,False,High,20,11,2022
199,Unit in relaxing garden setting near new skytrain,Rae And Charlie,Bang Sue,13.82955,100.52119,Entire home/apt,1000,3,0,7,146,True,False,False,False,Low,11,12,2022
203,BKK PARAGON/Pratunam 5mins BTS 2nd fl.,Pemigar,Ratchathewi,13.74978,100.53301,Entire home/apt,1009,3,113,5,57,True,False,False,False,Low,21,12,2022
205,Cozy Apt @ Ratchayothin BTS Great Facility,Nokina,Chatu Chak,13.83028,100.57065,Entire home/apt,866,4,9,2,0,True,False,False,False,Low,14,12,2021
206,Spare room in a gated compound,Annie,Bang Na,13.65979,100.60643,Private room,700,1,4,1,365,False,False,True,False,Low,6,9,2016
207,❂City center☾Train station☽Private Bathroom8Aircon,Evan,Sathon,13.72074,100.54712,Entire home/apt,800,1,192,37,346,True,False,False,False,Low,28,2,2020
208,✭✭✭✭Cozy Hideawy in BKK Center near MRT Lumpini✭✭✭,Evan,Sathon,13.72062,100.54707,Entire home/apt,609,1,156,37,312,True,False,False,False,Low,20,11,2022
209,2-room apartment@heart of BKK,Jirapha,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,92,1,70,True,False,False,False,High,15,12,2022
210,Cozy Studio Sleep3 at Phattanakan 26,GrongGaew,Suanluang,13.73693,100.61644,Private room,1004,2,0,4,365,False,False,True,False,Low,11,12,2022
211,1 BR on Srinakrin Rd. Parkland,Dujdao,Bang Na,13.65441,100.64548,Private room,797,1,0,1,362,False,False,True,False,Low,11,12,2022
213,Close to river and near city. Free pick up,Hataipat,Khlong San,13.71672,100.5092,Entire home/apt,1286,5,75,5,0,True,False,False,False,Medium,27,2,2020
214,Cozy 7th,Kia,Chatu Chak,13.79616,100.56478,Private room,1636,2,0,1,179,False,False,True,False,Medium,11,12,2022
216,Modern Condo 2 mins walk to Sukhumvit BTS Skytrain,Kiattisak,Phra Khanong,13.69784,100.60635,Entire home/apt,999,5,103,53,336,True,False,False,False,Low,11,12,2022
217,"BTS Phyathai/Airport Link, top floor views!",Kostas,Ratchathewi,13.75409,100.53552,Entire home/apt,3587,7,0,1,270,True,False,False,False,High,11,12,2022
218,1BR Cosy & Perfect Location @Asoke BTS/MRT,Jocelyn,Khlong Toei,13.73606,100.55934,Entire home/apt,1845,3,129,1,336,True,False,False,False,Medium,29,6,2021
220,Newly Renovated 3BR Suite 146sqm BTS Thonglo,Nisa,Vadhana,13.73958,100.5865,Entire home/apt,4720,2,252,2,347,True,False,False,False,High,23,2,2020
221,Quiet&Cozy Place on Thong Lor Street,Warin,Vadhana,13.73862,100.585,Private room,1049,3,1,1,365,False,False,True,False,Low,1,1,2014
222,One bedroom suite with kitchen@ center of Bangkok,Attakorn,Parthum Wan,13.74551,100.54235,Entire home/apt,3500,5,1,1,0,True,False,False,False,High,8,10,2022
223,LumpiniVille Prachachuen-Phongphet2,Kirawut,Vadhana,13.7214,100.58484,Private room,1758,1,0,1,365,False,False,True,False,Medium,11,12,2022
224,quiet relaxing country life in BKK,Nitchakun,Saphan Sung,13.76276,100.69127,Entire home/apt,1000,1,0,1,365,True,False,False,False,Low,11,12,2022
226,3BR 300 SqM Apt near BTS PhromPhong,Sanjay,Khlong Toei,13.72468,100.56838,Private room,3000,1,0,1,365,False,False,True,False,High,11,12,2022
227,"Large 2 bedrooms apartment, Silom",Nisith,Bang Rak,13.72004,100.5186,Entire home/apt,5500,2,25,1,338,True,False,False,False,High,1,12,2022
228,"Downtown,just 100m. To Siam,MBK,BTS",Hataipat,Ratchathewi,13.75156,100.52988,Entire home/apt,1336,5,77,5,0,True,False,False,False,Medium,28,10,2019
232,City view Studio surrounding by street food,Nicky,Bang Kho laen,13.69945,100.52725,Entire home/apt,950,2,7,6,86,True,False,False,False,Low,23,12,2022
234,Rachapruk Twin Standard Room,Tienchai,Min Buri,13.78115,100.7482,Private room,1620,1,0,2,365,False,False,True,False,Medium,11,12,2022
236,"Comfortable serviced 1BR, BTS, POOL",Naphaporn,Phaya Thai,13.78519,100.5496,Entire home/apt,2000,1,8,1,360,True,False,False,False,Medium,3,12,2022
237,New Model Studio 24,Yair,Suanluang,13.72219,100.6145,Entire home/apt,1004,10,2,10,365,True,False,False,False,Low,13,11,2016
238,New Model Studio 24 - Sukhumvit 77,Yair,Suanluang,13.71916,100.63024,Entire home/apt,1004,10,9,10,365,True,False,False,False,Low,30,3,2017
239,Suite Room 1 at MetroPoint,Kasem,Bang Kapi,13.7703,100.63148,Private room,1905,1,0,3,365,False,False,True,False,Medium,11,12,2022
241,Central Bangkok Condominium,Aggarat,Huai Khwang,13.77302,100.57755,Private room,1212,1,0,1,365,False,False,True,False,Medium,11,12,2022
242,Cool and Comfortable MRT in the Shadows of Silom,Evan,Sathon,13.72062,100.54707,Entire home/apt,600,1,146,37,358,True,False,False,False,Low,19,11,2022
247,Artsy 1Bedroom On The Top Floor BKK,Sornkrit,Phaya Thai,13.78756,100.55304,Entire home/apt,3000,1,0,1,365,True,False,False,False,High,11,12,2022
248,Reservations are not accepted from March to April,Vincent,Huai Khwang,13.79654,100.57543,Entire home/apt,2500,2,0,1,359,True,False,False,False,High,11,12,2022
249,"Wifi. Kitchen. Natural Light, 1 bedrm, 200m toBTS",Bee,Phra Khanong,13.70488,100.60475,Entire home/apt,900,7,10,1,271,True,False,False,False,Low,24,1,2019
250,Spacious 1BR with Spectacular View,Ome,Khlong Toei,13.72635,100.57211,Entire home/apt,2123,3,210,3,294,True,False,False,False,High,14,12,2022
251,One bed room comfortable condo,Sina,Vadhana,13.70714,100.60281,Entire home/apt,2236,1,0,1,365,True,False,False,False,High,11,12,2022
