,name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,room_Entire home/apt,room_Hotel room,room_Private room,room_Shared room,price_category,review_day,review_month,review_year
7965,"Stylish room, 10 mins to Don Mueang Int'l Airport",Wuthiphon,Lak Si,13.87244,100.58147,Private room,750,1,4,9,365,False,False,True,False,Low,16,11,2022
7966,Min's Place,Minmunta,Bueng Kum,13.83125,100.63898,Private room,1039,1,0,1,269,False,False,True,False,Low,11,12,2022
7967,Splendid Modern spacious gem in CBD Ploenchit,SABAI Guests,Parthum Wan,13.74466,100.5494,Entire home/apt,3517,2,86,6,104,True,False,False,False,High,4,12,2022
7968,【City of Angel】Large studio with nice river view,Ben,Vadhana,13.70979,100.60179,Entire home/apt,1050,2,48,3,327,True,False,False,False,Low,22,12,2022
7969,"Private Room, Cozy & Clean with Smile by Loft",Miley,Din Daeng,13.77495,100.56039,Private room,600,2,58,2,320,False,False,True,False,Low,14,12,2022
7971,Aravinda Living Home - Studio room only,Kamol,Vadhana,13.72077,100.58732,Hotel room,1600,1,0,1,364,False,True,False,False,Medium,11,12,2022
7973,Aihenjiansan,Chanzhang,Chatu Chak,13.82122,100.57621,Entire home/apt,3389,1,0,1,180,True,False,False,False,High,11,12,2022
7976,Cafe&home in Bangkok old town 2 km to grand palace,Ratima,Phra Nakhon,13.76338,100.5025,Entire home/apt,2262,1,2,5,276,True,False,False,False,High,31,12,2019
7977,Krit house,Nilubon,Taling Chan,13.75684,100.45454,Entire home/apt,3500,1,0,1,180,True,False,False,False,High,11,12,2022
7978,Newly Renovated & Peaceful Studio near BTS Ari,Kanomping,Phaya Thai,13.78265,100.54829,Entire home/apt,1546,1,92,11,328,True,False,False,False,Medium,22,12,2022
7979,Family room with shared bathroom,Baan 89,Phra Nakhon,13.75692,100.4996,Private room,1250,1,0,5,271,False,False,True,False,Medium,11,12,2022
7980,NEW| YOLO BKK Hotel -Twin Bed Room with Bathtub,Yue,Vadhana,13.74672,100.55942,Hotel room,3173,1,3,13,344,False,True,False,False,High,21,2,2020
7981,Thonburi,Panai,Thon buri,13.73855,100.49203,Private room,763,1,2,3,363,False,False,True,False,Low,12,3,2020
7982,เตียงคู่ในห้องพักและห้องน้ำในตัว สนามบินดอนเมือง,Suporn,Don Mueang,13.94343,100.61344,Hotel room,690,1,3,8,364,False,True,False,False,Low,22,3,2020
7990,Danee hostel  ใกล้สถานีรถไฟฟ้าสุรศักดิ์  ท่าเรือ,น.ส.ดาณี,Sathon,13.71726,100.51961,Shared room,480,1,0,17,364,False,False,False,True,Low,11,12,2022
7992,Danee hostel.ใกล้สถานีรถไฟฟ้าสุรศักดิ์ และท่าเรื่อ,น.ส.ดาณี,Sathon,13.71721,100.52103,Shared room,600,1,0,17,364,False,False,False,True,Low,11,12,2022
7993,Double DD House,Pensri,Din Daeng,13.78779,100.57379,Private room,1000,1,0,1,180,False,False,True,False,Low,11,12,2022
7994,Danee hostel ใกล้สถานีรถไฟฟ้าสุรศักดิ์ และท่เรือ,น.ส.ดาณี,Sathon,13.71716,100.52004,Private room,1098,1,0,17,365,False,False,True,False,Medium,11,12,2022
7995,P residence apartment,Poonam,Vadhana,13.73718,100.58353,Entire home/apt,1000,1,7,8,359,True,False,False,False,Low,30,11,2022
7996,Modern-Thai near DMK Airport/IMPACT/Gov Complex,ColorfulEnglish,Lak Si,13.89798,100.56339,Private room,728,2,5,2,132,False,False,True,False,Low,12,1,2020
7997,"6. SELF CHECK-IN, Central City, Skytrain & Subway",Neerita (Palm),Khlong Toei,13.731129932843352,100.56496616990064,Private room,649,7,19,8,344,False,False,True,False,Low,28,11,2022
7998,B2 Large + Comfort full kitchen near MRT Bangson,Narn,Bang Sue,13.82206,100.53266,Entire home/apt,1385,1,31,15,180,True,False,False,False,Medium,7,3,2020
7999,AonCheetah Homestay,I'M Aon,Bang Khae,13.72426,100.38764,Private room,500,1,0,1,365,False,False,True,False,Low,11,12,2022
8000,Charoen Krung Place Condominium,Bilqis,Bang Kho laen,13.6905,100.5087,Private room,590,2,1,1,361,False,False,True,False,Low,6,12,2022
8002,Family Studio Room for 4: Timberhostel,Chuangchan,Ratchathewi,13.75242,100.52831,Hotel room,1350,1,9,3,351,False,True,False,False,Medium,17,7,2022
8003,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Curry,Ratchathewi,13.75094,100.55632,Entire home/apt,1466,3,42,228,339,True,False,False,False,Medium,2,12,2022
8004,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Curry,Ratchathewi,13.75035,100.55438,Entire home/apt,1466,3,55,228,360,True,False,False,False,Medium,26,7,2022
8005,Hostel (Private Double Rm/Wifi/Breakfast/Ratchada),Sukanya,Din Daeng,13.78544,100.57111,Hotel room,1000,1,0,10,364,False,True,False,False,Low,11,12,2022
8007,New Modern 1 Bedroom near MRT RAMA 9,Kritsana,Din Daeng,13.755749,100.563263,Entire home/apt,1490,1,113,6,126,True,False,False,False,Medium,20,12,2022
8010,White House Hostel Double Room Shared Bathroom,Piti,Ratchathewi,13.75341,100.53818,Hotel room,643,1,12,17,296,False,True,False,False,Low,3,2,2020
8011,Suanplu Hostel BKK / 1 Min to BTS,Suanplu,Khlong San,13.72275,100.49625,Private room,800,1,1,1,180,False,False,True,False,Low,31,12,2019
8012,Stylist House Bangkok 15 min to Chaina Town,View & Duck,Phra Nakhon,13.75965,100.50355,Private room,2000,1,29,4,357,False,False,True,False,Medium,3,10,2022
8014,ABS THE CAFE HOSTEL,Jureeporn,Phasi Charoen,13.72922,100.45279,Hotel room,1106,1,0,2,179,False,True,False,False,Medium,11,12,2022
8015,White House Hostel Double Room Shared Bathroom,Piti,Ratchathewi,13.7535,100.53822,Hotel room,643,1,8,17,315,False,True,False,False,Low,6,1,2020
8016,White House Hostel Double Room Shared Bathroom,Piti,Ratchathewi,13.75346,100.53819,Hotel room,643,1,2,17,326,False,True,False,False,Low,10,7,2019
8018,White House Hostel Double Room Shared Bathroom,Piti,Ratchathewi,13.75345,100.53821,Hotel room,643,1,5,17,334,False,True,False,False,Low,8,12,2019
8020,White House Hostel Twin Room Shared Bathroom,Piti,Ratchathewi,13.75347,100.53821,Hotel room,800,1,2,17,0,False,True,False,False,Low,17,7,2019
8021,White House Hostel Twin Room Shared Bathroom,Piti,Ratchathewi,13.75345,100.53819,Hotel room,700,1,1,17,0,False,True,False,False,Low,24,6,2019
8022,White House Hostel Twin Room Shared Bathroom,Piti,Ratchathewi,13.75343,100.53823,Hotel room,750,1,2,17,0,False,True,False,False,Low,1,7,2019
8023,Amaranta ressident,Cherry,Huai Khwang,13.779013713208013,100.57636890560389,Private room,1800,7,0,2,348,False,False,True,False,Medium,11,12,2022
8024,White House Hostel Twin Room Shared Bathroom,Piti,Ratchathewi,13.75341,100.53819,Hotel room,650,1,2,17,281,False,True,False,False,Low,12,12,2019
8025,White House Hostel 2 Bunk Beds Shared Bathroom,Piti,Ratchathewi,13.75344,100.53819,Hotel room,986,1,5,17,264,False,True,False,False,Low,24,8,2019
8026,中文服务 豪华五星公寓37层天空游泳池 3分钟BTS 步行可达暹罗商圈:水门市场尚泰世界百货暹罗广场,Sen,Ratchathewi,13.75,100.53389,Entire home/apt,1780,7,37,2,0,True,False,False,False,Medium,9,10,2022
8027,White House Hostel 2 Bunk Beds Shared Bathroom,Piti,Ratchathewi,13.75344,100.53821,Hotel room,986,1,5,17,297,False,True,False,False,Low,5,8,2019
8028,"cozy living@korea town>AsokBTS>MRT,4BD",Kannaphat,Vadhana,13.74395,100.55776,Private room,7900,4,1,3,263,False,False,True,False,High,21,1,2020
8029,White House Hostel 2 Bunk Beds Shared Bathroom,Piti,Ratchathewi,13.75342,100.53819,Hotel room,986,1,4,17,329,False,True,False,False,Low,4,12,2019
8031,Peaceful Luxury 1 Bedroom Private Room at Silom,Kompol,Bang Rak,13.72425,100.53168,Hotel room,2200,1,0,3,358,False,True,False,False,High,11,12,2022
8032,Family Room  Acozyposhtel DonMuang Airport Bangkok,Suporn,Don Mueang,13.94174,100.61298,Hotel room,1180,1,18,8,364,False,True,False,False,Medium,31,1,2020
8033,Peaceful Spacious 2 Bedroom Private room at Silom,Kompol,Bang Rak,13.7252,100.53185,Hotel room,3500,1,0,3,358,False,True,False,False,High,11,12,2022
8035,Apartment in Bangkok near Ekamai / Thonglor (B6),Korn,Khlong Toei,13.71474,100.58214,Private room,450,3,15,2,95,False,False,True,False,Low,23,11,2022
8037,B3 Cosy Studio /5 guests/ Near MRT/full kitchen,Tan,Bang Sue,13.8232,100.53216,Entire home/apt,1385,1,39,8,180,True,False,False,False,Medium,16,7,2022
8038,2BR！New! Near The Grand Palace/ASOK Station/4PPL,Curry,Khlong Toei,13.73548,100.5569,Entire home/apt,5143,1,72,228,361,True,False,False,False,High,7,12,2022
8040,Deluxe Room King size bed at Acozyposhtel DonMuang,Suporn,Don Mueang,13.94255,100.61379,Hotel room,758,1,13,8,360,False,True,False,False,Low,10,5,2020
8041,Xiwangninengkaixin,Siling,Taling Chan,13.77798,100.44228,Entire home/apt,1650,1,0,1,180,True,False,False,False,Medium,11,12,2022
8042,曼谷地铁汇狂站出口5分钟 曼谷最大火车夜市 建兴酒家 代购按摩街 金东尼人妖秀 华人中文必住民宿31,Taosiam,Huai Khwang,13.77898,100.57692,Private room,600,1,24,34,102,False,False,True,False,Low,21,2,2022
8043,曼谷地铁汇狂站出口5分钟 曼谷最大火车夜市 代购按摩街 暹罗天使剧场 建兴酒家 华人中文必住民宿12,Taosiam,Huai Khwang,13.78081,100.57547,Private room,600,1,1,34,102,False,False,True,False,Low,28,9,2019
8045,F5 曼谷市中心豪华两室一厅公寓/ASOK/ terminal 21 /素坤逸地铁站/无边泳池,Shin,Khlong Toei,13.73649,100.55711,Entire home/apt,4054,1,115,21,25,True,False,False,False,High,13,12,2022
8046,"Comfortable Chateau RAMA 8, Choa Phraya view",Sue,Bang Phlat,13.77126,100.49198,Entire home/apt,1424,15,13,4,216,True,False,False,False,Medium,24,12,2022
8047,"Private comfy room near MRT, wifi/Netflix/pool/gym",Saifon,Bang Sue,13.82014,100.52977,Entire home/apt,800,5,38,2,296,True,False,False,False,Low,20,12,2022
8048,New Cozy Condo near Fashion Island Mall,Atikun,Khan Na Yao,13.83518,100.66019,Entire home/apt,555,2,40,4,139,True,False,False,False,Low,17,12,2022
8049,Sanctuary Thonburi Place,ภัทรธร,Bang Khae,13.6857,100.41276,Private room,593,1,0,1,365,False,False,True,False,Low,11,12,2022
8051,3 Bedrooms Suite @The TEPP Bangkok.,Bhurit,Bang Na,13.65747,100.62132,Private room,4500,1,9,9,351,False,False,True,False,High,24,7,2022
8052,ศุภาลัย ปาร์ค ศรีนครินทร์ คอนโด,Jiaranai,Pra Wet,13.67221,100.64418,Entire home/apt,950,1,0,1,365,True,False,False,False,Low,11,12,2022
8053,Studio in Ladprao for rent,Bow,Chatu Chak,13.80414,100.58007,Entire home/apt,770,7,0,1,179,True,False,False,False,Low,11,12,2022
8054,Sukhumvit 26 - 1 Bedroom 47 Sqm,Raiwin,Khlong Toei,13.7282,100.57175,Private room,2600,1,0,1,91,False,False,True,False,High,11,12,2022
8056,25place48m2,Roungsab,Phaya Thai,13.79471,100.54915,Entire home/apt,780,1,13,1,318,True,False,False,False,Low,19,12,2022
8057,Niamh M Perkins house,Kate,Bang Rak,13.72038,100.51674,Private room,3046,1,0,1,365,False,False,True,False,High,11,12,2022
8058,Tha tien flat,Nid,Phra Nakhon,13.7483,100.493,Entire home/apt,2700,1,1,1,89,True,False,False,False,High,31,7,2019
8059,The Leo Palace,Krit,Min Buri,13.81647,100.73414,Private room,528,1,0,2,364,False,False,True,False,Low,11,12,2022
8060,Apartment45 Hostel (Standard Room),Kanin,Sathon,13.72055,100.5491,Hotel room,900,2,26,6,149,False,True,False,False,Low,26,11,2022
8061,"1BR near Vichaiyut Hospital, BTS Ari",Shagufta,Phaya Thai,13.78063,100.53211,Entire home/apt,751,14,4,2,149,True,False,False,False,Low,3,3,2020
8062,㋡ SPACIOUS Private Bangkapi Center   [ Mo's Home ],Kullanat,Wang Thong Lang,13.77418,100.62778,Private room,485,7,1,1,60,False,False,True,False,Low,25,12,2019
8063,New Gorgeous Condo with Pool+WiFi - 5 mins. to MRT,Sasithorn,Chatu Chak,13.8148,100.57507,Entire home/apt,699,1,29,3,303,True,False,False,False,Low,26,11,2022
8064,Near DMK ; international airport: 3 guest,Auttapon,Don Mueang,13.88917,100.59221,Private room,900,1,24,5,360,False,False,True,False,Low,7,3,2020
8065,"New Condo with Pool+WiFi, 5-min to MRT Ladprao",Sasithorn,Chatu Chak,13.81467,100.57745,Entire home/apt,765,1,36,3,303,True,False,False,False,Low,17,8,2022
8066,Mövenpick Residences Ekkamai Bangkok,Movenpick Residences,Vadhana,13.74071,100.58754,Entire home/apt,4000,1,1,2,359,True,False,False,False,High,23,7,2022
8068,大两居室|尚泰世界百货|暹罗广场|四面佛|步行可达 五星公寓私人电梯 37层无边泳池 350米BTS,Sen,Ratchathewi,13.75265,100.53562,Entire home/apt,2980,3,55,2,3,True,False,False,False,High,27,11,2022
8069,Prime area:  BTS-Ratchathewi+15mins to Siam Centre,Andy,Ratchathewi,13.74951,100.5506,Entire home/apt,1880,7,7,1,80,True,False,False,False,Medium,11,12,2022
8070,Cosy house /3 bedroom/ 3min to BTS/ICONSIAM 中文,Shoes Maker Home,Khlong San,13.72252,100.49554,Entire home/apt,2600,2,66,1,195,True,False,False,False,High,25,12,2022
8071,Deluxe Room The Near BTS Sky Train,Lek Boonsiri,Vadhana,13.72085,100.58588,Hotel room,1051,1,1,41,365,False,True,False,False,Low,17,3,2020
8072,Life @ Morning farm (Royal Exclusive),Nimit,Nong Chok,13.80841,100.92328,Entire home/apt,4200,2,0,2,365,True,False,False,False,High,11,12,2022
8073,Deluxe Room near Night Market,Lek Boonsiri,Vadhana,13.71879,100.58662,Private room,1023,1,1,41,179,False,False,True,False,Low,14,10,2022
8074,Deluxe Room  Near The Night Market,Lek Boonsiri,Vadhana,13.72085,100.58588,Private room,1024,1,0,41,89,False,False,True,False,Low,11,12,2022
8075,Baan thanon ranong,Pattamawee,Dusit,13.7878,100.52789,Entire home/apt,1125,1,1,2,88,True,False,False,False,Medium,3,10,2019
8077,4 Bedrooms with Pool House*BTS* near Iconsiam,Joyce,Khlong San,13.71871,100.5022,Entire home/apt,6000,1,2,2,325,True,False,False,False,High,27,12,2022
8078,"Stay Monomer, the ideal location (6 Mixed Dorm) 05",Off,Ratchathewi,13.75368,100.53051,Hotel room,500,1,1,24,242,False,True,False,False,Low,19,6,2019
8080,Smanro hotel,Edwina,Bang Rak,13.72626,100.52267,Entire home/apt,8005,1,0,1,365,True,False,False,False,High,11,12,2022
8081,"#2--2 BD 5 Min to MRT, Wifi, Pool, Washing Machine",Heart,Huai Khwang,13.79199,100.57541,Entire home/apt,1999,1,2,8,365,True,False,False,False,Medium,22,10,2019
8082,comfort room with strong wifi + 24 hrs check in,Artisansignsbkk,Phra Nakhon,13.76258,100.49918,Private room,1212,1,1,2,91,False,False,True,False,Medium,24,6,2019
8083,"Vintage Big Bedroom, 5 Mins to BTS Skytrain!!!!",Anne Araya,Phra Khanong,13.69923,100.60663,Private room,850,2,0,25,340,False,False,True,False,Low,11,12,2022
8084,Deluxe King Room w/ shared bathroom: Timberhostel,Chuangchan,Ratchathewi,13.75242,100.52831,Hotel room,750,1,10,3,322,False,True,False,False,Low,26,11,2022
8085,Stylish One-Bedroom Apartment near BTS Phyathai,Tip,Ratchathewi,13.75703,100.52863,Private room,1200,3,10,4,96,False,False,True,False,Medium,25,10,2022
8087,"Stay Monomer, the ideal location (6 Mixed Dorm) 04",Off,Ratchathewi,13.75284,100.53124,Shared room,500,1,0,24,242,False,False,False,True,Low,11,12,2022
8088,"Stay Monomer, the ideal location (6 Mixed Dorm) 06",Off,Ratchathewi,13.75201,100.53056,Shared room,500,1,1,24,242,False,False,False,True,Low,7,7,2019
8089,Deluxe Room Red Style,Lek Boonsiri,Vadhana,13.72085,100.58588,Private room,1143,1,0,41,362,False,False,True,False,Medium,11,12,2022
8091,Deluxe Room Twin Bed,Lek Boonsiri,Vadhana,13.73243,100.5986,Private room,1114,1,0,41,364,False,False,True,False,Medium,11,12,2022
8092,Deluxe Room Near Ekkamai,Lek Boonsiri,Vadhana,13.72085,100.58588,Private room,1014,1,0,41,179,False,False,True,False,Low,11,12,2022
8093,"Stay Monomer, the ideal location (12 Female) 04",Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,0,24,242,False,False,False,True,Low,11,12,2022
8094,"Stay Monomer, the ideal location (12 Female) 05",Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,1,24,242,False,False,False,True,Low,13,10,2022
8095,"Stay Monomer, the ideal location (12 Female) 06",Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,0,24,242,False,False,False,True,Low,11,12,2022
8097,How can we be a better,Na,Sathon,13.71651,100.51843,Entire home/apt,3200,1,1,1,181,True,False,False,False,High,28,6,2022
8099,LIFE @MorningFarm (Royal suite I),Nimit,Nong Chok,13.81066,100.92344,Entire home/apt,3286,2,0,2,365,True,False,False,False,High,11,12,2022
8100,Amazing house 600m Khao san Road Bangkok,View & Duck,Phra Nakhon,13.76133,100.50363,Private room,2000,1,12,4,360,False,False,True,False,Medium,16,2,2020
8101,"Living Naraa,Sathorn/Near BRT/ Sathorn&Silom","Living Naraa,",Sathon,13.7148,100.5306,Private room,600,1,21,5,168,False,False,True,False,Low,10,12,2022
8102,direct sea view condo,William,Bangkok Yai,13.72349,100.47515,Entire home/apt,712,7,0,1,364,True,False,False,False,Low,11,12,2022
8103,Honey moon Room Near BTS Sky Train,Lek Boonsiri,Vadhana,13.73241,100.59856,Hotel room,2057,1,0,41,365,False,True,False,False,High,11,12,2022
8104,"Stay Monomer, the ideal location (12 Mixed) 05",Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,0,24,242,False,False,False,True,Low,11,12,2022
8105,"Stay Monomer, the ideal location (12 Mixed) 06",Off,Ratchathewi,13.75284,100.53124,Shared room,400,1,0,24,242,False,False,False,True,Low,11,12,2022
8106,"Stay Monomer, the ideal location (12 Mixed) 04",Off,Ratchathewi,13.75284,100.53124,Hotel room,400,1,1,24,242,False,True,False,False,Low,20,12,2019
8107,1 Bed Condo (Omni Tower) - Center of City,Yaowapha,Khlong Toei,13.71621,100.5699,Private room,1950,4,0,1,179,False,False,True,False,Medium,11,12,2022
8109,Private Room #2,Napoj,Bang Rak,13.73499,100.51786,Private room,1057,1,1,3,359,False,False,True,False,Low,4,9,2019
8110,"Free Wi-Fi, cheap food, next to The Mall Bang Khae",สุนนท์,Bang Khae,13.71429,100.4103,Entire home/apt,550,3,1,1,89,True,False,False,False,Low,28,1,2022
8111,"Oriental Suite, Near Airport Line.",Lek Boonsiri,Vadhana,13.73239,100.59852,Hotel room,1600,1,0,41,365,False,True,False,False,Medium,11,12,2022
8112,Sen long apartment,Bishop,Bang Rak,13.72661,100.53725,Entire home/apt,7862,1,0,1,365,True,False,False,False,High,11,12,2022
8113,3BR-Vintage House/10pax★Full Kitchen★4N-FreePickup,Dunah,Bang Kapi,13.75049,100.62575,Entire home/apt,3643,2,20,1,357,True,False,False,False,High,2,8,2022
8114,The first house did you house,Fyv,Vadhana,13.72299,100.59949,Entire home/apt,3426,1,0,1,365,True,False,False,False,High,11,12,2022
8115,"Sweet Room, Acozyposhtel DonMuang Airport Bangkok",Suporn,Don Mueang,13.94167,100.61188,Hotel room,623,1,25,8,341,False,True,False,False,Low,24,12,2022
8116,Danee hostel ใกล้สถานีรถไฟฟ้าสุรศักดิ์,น.ส.ดาณี,Sathon,13.71496,100.52022,Private room,800,1,0,17,365,False,False,True,False,Low,11,12,2022
8117,New!  La Chada Night Market 1BR 2PPL near MRT,Curry,Huai Khwang,13.77269,100.5795,Entire home/apt,1057,1,22,228,0,True,False,False,False,Low,8,2,2020
8118,New!  La Chada Night Market 1BR 2PPL near MRT,Curry,Huai Khwang,13.77253,100.57954,Entire home/apt,1000,1,29,228,0,True,False,False,False,Low,23,8,2020
8119,Cozy 1 BR Green Condo III @Punnawithi BTS station,Jeenie,Phra Khanong,13.69321,100.61393,Entire home/apt,750,6,24,22,327,True,False,False,False,Low,12,12,2022
8120,Hostel nearby MRT Huaykwang,Hoot,Huai Khwang,13.78178,100.57605,Hotel room,388,1,0,5,365,False,True,False,False,Low,11,12,2022
8121,"Cozy Studio, 3min BTS Prakanon, PoolView, Netflix",Pearly,Vadhana,13.71587,100.59446,Entire home/apt,1046,3,3,1,10,True,False,False,False,Low,31,5,2020
8122,Danee hostel,น.ส.ดาณี,Sathon,13.71514,100.5216,Private room,470,1,0,17,363,False,False,True,False,Low,11,12,2022
8123,Kang lai apartment,Annabelle,Parthum Wan,13.74175,100.54709,Entire home/apt,7498,1,0,1,365,True,False,False,False,High,11,12,2022
8124,Family room 3-4 people (1 extra bed)*,Chatey,Bang Kapi,13.75442,100.64155,Entire home/apt,720,15,6,2,321,True,False,False,False,Low,17,11,2022
8125,Cozy 6pax townhouse/Train Night Market ★HuaiKwang★,Anon,Huai Khwang,13.77846,100.57891,Entire home/apt,2000,3,34,2,172,True,False,False,False,Medium,19,12,2022
8127,"Living Naraa, Sathorn/Near BRT/ Sathorn&Silom #ble","Living Naraa,",Sathon,13.71679,100.53091,Entire home/apt,560,1,2,5,352,True,False,False,False,Low,26,11,2022
8128,1 bed in 4 bed dormitory(Female) + shared washroom,All Day Hostel,Phra Khanong,13.69858,100.6053,Hotel room,350,1,1,6,269,False,True,False,False,Low,1,1,2020
8129,1 bed in 4 bed dormitory(Male) + shared washroom,All Day Hostel,Phra Khanong,13.6969,100.60511,Hotel room,350,1,0,6,269,False,True,False,False,Low,11,12,2022
8131,บ้านหลังแรก,Phatchaon,Bang Kho laen,13.70114,100.52048,Private room,950,1,0,3,365,False,False,True,False,Low,11,12,2022
8132,"2BR near Vichaiyut Hospital, BTS Ari",Shagufta,Phaya Thai,13.77986,100.53132,Entire home/apt,1545,14,4,2,245,True,False,False,False,Medium,11,2,2020
8133,Nasa Vegas Apartment,Tanee,Suanluang,13.74269,100.60235,Private room,5000,1,0,1,365,False,False,True,False,High,11,12,2022
8134,FREE 24 hr shuttle AIRPORT 10 min+BREAKFAST+DELUXE,Peack,Lat Krabang,13.71943,100.78854,Hotel room,1399,1,29,4,361,False,True,False,False,Medium,24,12,2022
8135,บ้านอบอุ่น,Uwalak,Khan Na Yao,13.84727,100.65574,Entire home/apt,1500,1,0,1,365,True,False,False,False,Medium,11,12,2022
8136,Luxury 1BR/Center BKK+CBD/BTS PhromPhong,Tony,Khlong Toei,13.72644,100.56607,Entire home/apt,1466,1,156,12,96,True,False,False,False,Medium,26,12,2022
8137,DiFF Hostel : Quadruple Room for 4 persons,Gift,Ratchathewi,13.7532,100.53206,Hotel room,2286,1,0,2,351,False,True,False,False,High,11,12,2022
8139,New!  La Chada Night Market 1BR 2PPL near MRT,Curry,Huai Khwang,13.7708,100.58127,Entire home/apt,1057,1,50,228,0,True,False,False,False,Low,1,8,2020
8140,Cosy apartment close to Airport Link Station,Lalana,Suanluang,13.7457,100.60339,Entire home/apt,876,1,122,2,117,True,False,False,False,Low,20,12,2022
8141,The Best and Cheap private room near Khaosan ! 509,First,Phra Nakhon,13.75151,100.50357,Private room,1094,1,4,5,334,False,False,True,False,Medium,19,12,2022
8142,"IDEO S93 (Condo) 50m to Bangchak BTS, Sukhumvit Rd",Sasitorn,Phra Khanong,13.69753,100.60373,Entire home/apt,870,10,19,1,104,True,False,False,False,Low,18,10,2022
8143,[電梯獨立房 ] BTS車站 捷運出口2分鐘,陽,Huai Khwang,13.80188,100.58346,Entire home/apt,800,1,0,1,365,True,False,False,False,Low,11,12,2022
8144,Thai private House in old town Bangkok 3 bedrooms*,Thunder M.,Bangkok Noi,13.75674,100.47819,Entire home/apt,3445,1,27,7,362,True,False,False,False,High,13,12,2022
8147,The Hospitality Home 2 BR@Rama9/ Pool/Wi-fi,Jean,Huai Khwang,13.76093,100.56857,Entire home/apt,3243,1,11,19,85,True,False,False,False,High,27,1,2020
8148,OCEAN SUITE,Sirichok,Chatu Chak,13.80344,100.56545,Hotel room,9500,1,0,1,365,False,True,False,False,High,11,12,2022
8149,Private room surrounding  peaceful environments.,Nooch,Taling Chan,13.78638,100.42824,Private room,600,1,0,2,0,False,False,True,False,Low,11,12,2022
8150,Cozy House City center BTS&MRT,Shatchawan,Khlong Toei,13.7193415,100.5631652,Entire home/apt,5760,1,1,1,355,True,False,False,False,High,15,12,2022
8151,8 Beds Female  Dorm,Nap@Pan Hostel Silom,Bang Rak,13.7271,100.52578,Hotel room,1000,1,0,4,364,False,True,False,False,Low,11,12,2022
8152,Vtara36酒店公寓全新热水泳池健身房市中心,Ansy,Khlong Toei,13.71984,100.57537,Entire home/apt,2463,1,0,1,364,True,False,False,False,High,11,12,2022
8153,Double D Rooms&Cafe (Junior Triple Room),สุวรรณา,Bangkok Noi,13.75062,100.469,Private room,1050,1,0,6,180,False,False,True,False,Low,11,12,2022
8155,Superior Double Room - Bangkok City Hotel,Bangkok City,Ratchathewi,13.75338,100.52954,Hotel room,1690,1,1,1,271,False,True,False,False,Medium,8,7,2019
8157,通罗一居室/伊卡迈街区·NANA·个性化房间·游泳池·免费停车·中文接待·曼谷中心城区,Tricia,Khlong Toei,13.71707,100.57723,Entire home/apt,1443,3,139,44,169,True,False,False,False,Medium,16,8,2022
8158,Dream&l大两卧·通罗/伊卡迈街区·NANA·个性化房间·游泳池·免费停车·中文接待·曼谷中心,Tricia,Khlong Toei,13.71847,100.57588,Entire home/apt,2746,3,67,44,171,True,False,False,False,High,3,10,2021
8159,"Charming, renovated home near Mahanakhon tower",Floyd,Bang Rak,13.72701,100.52734,Entire home/apt,1781,7,3,2,114,True,False,False,False,Medium,25,9,2022
8160,#2-5 Minute walk to Bts onnut Wifi Washing machine,Som,Phra Khanong,13.70428,100.60411,Entire home/apt,999,3,1,15,90,True,False,False,False,Low,14,7,2019
8161,Chateau InTown  Charansaniwong 96/2 with Kitchen,Fame,Bang Phlat,13.80755,100.51283,Entire home/apt,1690,6,0,1,365,True,False,False,False,Medium,11,12,2022
8162,W Station @離BTS 1分鐘環境優雅 一張大床1 卧1 卫 免費迎賓飲料 WI-FI+早餐,W Station,Khlong San,13.72038,100.49329,Hotel room,3096,1,1,6,293,False,True,False,False,High,21,10,2019
8163,Urbanize Residence Ratchada 13,Kasempong,Din Daeng,13.78024,100.56988,Private room,750,1,0,1,179,False,False,True,False,Low,11,12,2022
8164,W Station@離BTS 1分鐘 環境優雅 雙床 1 卧1 卫 免費迎賓飲料 WI-FI +早餐,W Station,Khlong San,13.72038,100.49329,Hotel room,3096,1,0,6,290,False,True,False,False,High,11,12,2022
8165,Achcha no.1 - queen bed with private bath (3 fl.),Jitsupa,Bangkok Yai,13.7376,100.48547,Private room,850,1,2,3,0,False,False,True,False,Low,10,4,2022
8166,BTS Wongwianyai 1 min Thai Modern design cozy +BF,W Station,Khlong San,13.72038,100.49329,Hotel room,2893,1,0,6,123,False,True,False,False,High,11,12,2022
8167,Exquisite double apartment Stylish pool + gym,Rain,Khlong Toei,13.71408,100.56918,Entire home/apt,1286,7,8,26,149,True,False,False,False,Medium,6,9,2022
8168,Cozy place near airport - 1 min to shopping mall,Hostbox,Lat Krabang,13.72286,100.72272,Private room,730,1,4,3,358,False,False,True,False,Low,1,9,2022
8169,"LivingNaraa, Sathorn/NearBRT/Sathorn &Silom Yellow","Living Naraa,",Sathon,13.71663,100.53211,Private room,560,1,8,5,146,False,False,True,False,Low,10,11,2022
